0.0	-0.061065000281058754	-0.10019294536913916	-0.06965457372856809
0.1	-0.03778559108797645	-0.10249813571610042	-0.04647813135100298
0.2	-0.01778559108797645	-0.10249813571610042	-0.04647813135100298
0.3	-0.001065000281058756	-0.10019294536913916	-0.06965457372856809
0.4	0.018934999718941248	-0.10019294536913916	-0.06965457372856809
0.5	0.045668436931999845	-0.10339959202481008	-0.02325162281046289
0.6	0.06566843693199984	-0.10339959202481008	-0.02325162281046289
0.7	0.08957849084316974	-0.10346254459225288	-0.02325162281046289
0.8	0.10923827723246055	-0.10006743784161627	-0.09275632018814362
0.9	0.19823119326928157	-0.10496530818695482	-0.04758310327698334
1.0	0.2182311932692816	-0.10496530818695482	-0.04758310327698334
1.1	0.1887111111111111	-0.10695384615384615	0.0
1.2	0.1938442134077169	-0.10422792935353074	-0.04647813135100298
1.3	0.18925530365371698	-0.10676755438300024	-6.259933684369123
1.4	0.209255303653717	-0.10676755438300024	-6.259933684369123
1.5	0.19982145331114148	-0.10902224954632793	-6.235602203902603
1.6	0.1960391038103486	-0.10960990198122857	-6.237762027758009
1.7	0.15964717246913024	-0.11287689754068256	-6.236707175828583
1.8	0.16580051578311777	-0.11317545123244073	-6.237762027758009
1.9	0.1272831586276878	-0.11637215056111369	-6.237762027758009
2.0	0.14728315862768782	-0.11637215056111369	-6.237762027758009
2.1	0.08923200572990858	-0.11772031972548756	-6.236707175828583
2.2	0.1072785620060226	-0.1177832213123032	-6.236707175828583
2.3	0.08598617854526386	-0.11747870032873126	-6.237762027758009
2.4	0.10598617854526382	-0.11747870032873126	-6.237762027758009
2.5	0.04562470931056861	-0.11594182565148464	-6.237762027758009
2.6	0.06562470931056863	-0.11594182565148464	-6.237762027758009
2.7	0.05622739033344282	-0.11315995468135301	-6.236707175828583
2.8	0.05875166014300015	-0.10403467347116915	-6.260461946337945
2.9	0.03174157738715344	-0.1020659510873268	-6.260461946337945
3.0	0.05174157738715346	-0.1020659510873268	-6.260461946337945
3.1	0.05011797819342423	-0.10085168262007045	-6.260966741852867
3.2	0.06388374321027357	-0.11028612683921711	-6.237762027758009
3.3	0.06746666666666679	-0.09070769230769225	0.0
3.4	0.07101652057156582	-0.10145324350656058	-6.260966741852867
3.5	0.046844444444444466	-0.09070769230769225	0.0
3.6	0.06684444444444448	-0.09070769230769225	0.0
3.7	0.013405105732484879	-0.09736847082043154	-6.261911921155525
3.8	0.0334051057324849	-0.09736847082043154	-6.261911921155525
3.9	-0.0052007151109434435	-0.0960391955281494	-6.260966741852867
4.0	0.006978993364684882	-0.0961595077054474	-6.260966741852867
4.1	-0.004821319109398425	-0.11075562296097859	-6.238770091932675
4.2	0.015178680890601592	-0.11075562296097859	-6.238770091932675
4.3	0.024010836044664807	-0.09817473667518936	-6.260966741852867
4.4	0.044010836044664825	-0.09817473667518936	-6.260966741852867
4.5	-0.08394406437251489	-0.10763374407913096	-0.02272336084164106
4.6	-0.06394406437251487	-0.10763374407913096	-0.02272336084164106
